CCS DB ID;MANUFACTURER NAME (official name listed on website);MANUFACTURER PART NUMBER;MANUFACTURER PART NUMBER (Additional);SHORT DESCRIPTION;PRODUCT NAME;Sub-Brand Name;Series/Model;UPC (w/check digit);TS COMMODITY CODE;TS COMMODITY CODE DESCRIPTION_1;TS COMMODITY CODE DESCRIPTION_2;TS COMMODITY CODE DESCRIPTION_3;TS COMMODITY CODE DESCRIPTION_4;TS COMMODITY CODE DESCRIPTION_5;UNSPSC CODE;TS SCHEMA LEAF CLASS NUMBER;TS SCHEMA PARENT CLASS NAME;TS SCHEMA LEAF CLASS NAME;Attribute Name_1;Attribute Value_1;Attribute Name_2;Attribute Value_2;Attribute Name_3;Attribute Value_3;Attribute Name_4;Attribute Value_4;Attribute Name_5;Attribute Value_5;Attribute Name_6;Attribute Value_6;Attribute Name_7;Attribute Value_7;Attribute Name_8;Attribute Value_8;Attribute Name_9;Attribute Value_9;Attribute Name_10;Attribute Value_10;Attribute Name_11;Attribute Value_11;Attribute Name_12;Attribute Value_12;Attribute Name_13;Attribute Value_13;Attribute Name_14;Attribute Value_14;Attribute Name_15;Attribute Value_15;Attribute Name_16;Attribute Value_16;Attribute Name_17;Attribute Value_17;Attribute Name_18;Attribute Value_18;Attribute Name_19;Attribute Value_19;Attribute Name_20;Attribute Value_20;Attribute Name_21;Attribute Value_21;Attribute Name_22;Attribute Value_22;Attribute Name_23;Attribute Value_23;ADDITIONAL INFORMATION;LONG DESCRIPTION;FEATURES/BENEFITS;INDIVIDUAL ITEM WEIGHT;PACKAGE/SHIPPING QUANTITY;PACKAGE/SHIPPING WEIGHT;PACKAGE/SHIPPING WIDTH;PACKAGE/SHIPPING LENGTH;PACKAGE/SHIPPING HEIGHT;PACKAGE/SHIPPING VOLUME;IMAGE;MANUFACTURER CATALOG DOCUMENT;MANUFACTURER SPECIFICATION/TECHNICAL DOCUMENT;MANUFACTURER ITEM DATA DOCUMENT;MANUFACTURER INSTALLATION/OPERATOR DOCUMENT;MANUFACTURER MSDS DOCUMENT;MANUFACTURER CAD DRAWING DOCUMENT;MANUFACTURER VIDEO URL;Reference URL_1 (Manufacturer Website);TS_STATUS;TS_COMMENTS FOR CUSTOMER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191362;Eaton (Cooper Bussmann);KTK-R-2-1/2; ;"600 VAC, 2-1/2 A, 200 kA Symmetrical, 13/32"" x 1-1/2"", Melamine Tube, Ferrule, Fast Acting, Class CC Rejection, Midget Fuse";Midget Fuse;Limitron™;KTK-R;051712420754;61200;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Small Dimension Fuses;;;39121609;E8763;Small Dimension Fuse;Midget Fuse;Type;Class CC Rejection;Characteristics;Fast Acting;Voltage Rating;600 Volt AC;Current Rating;2-1/2 Amp;Interrupting Rating;200 Kiloamp Symmetrical;Terminal Type;Ferrule;Diameter;13/32 Inch;Length;1-1/2 Inch;Approval;UL 248-4, CSA C22.2, CE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"RoHS Compliant; Material Melamine (Tube); Application Branch Circuit, Specialized Circuit, Industrial Control, Street Lighting";"Midget Fuse; Type Class CC Rejection; Characteristics Fast Acting; Voltage Rating 600 Volt AC; Current Rating 2-1/2 Amp; Interrupting Rating 200 Kiloamp Symmetrical; Terminal Type Ferrule; Diameter 13/32 Inch; Length 1-1/2 Inch; Approval UL 248-4, CSA C22.2, CE; RoHS Compliant; Material Melamine (Tube); Application Branch Circuit, Specialized Circuit, Industrial Control, Street Lighting";"Low Voltage Branch Circuit Fuse Fits Both Standard and Rejection Style Holder; Class CC Rejection Feature with Appropriate Fuse Block, Prevents Inserting Lesser Rated Supplementary Fuses; Current Limitation at Class CC Level Provides 10X Better Current Limitation to Help Prevent Equipment Damage Caused by Short Circuit Event; Fast Acting Fuse Helps Prevent Equipment Damage Caused by Short Circuit Events; 200 Kiloamp Interrupting Rating Provides High Ratings for Control Circuit Location; RoHS Compliant";0.150 Pound;10 per Carton; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100141/COBUSS_KTK-R-1_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100191/COBUSSE03278_1_2_1_7.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100169/EATCORE56497_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100134/COBUSSE02633_1-5.pdf; ; ; ; ;http://www.cooperindustries.com/content/public/en/bussmann/electrical/products/fuses-lv-ul-csa-branch/class-cc/ktk-r.html;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214593;Eaton (Cooper Bussmann);LPN-RK-175SP; ;"1.61"" x 7.13"", 250 VAC/VDC, 175 A, 300/100 kA IR, Blade Terminal, Class RK1, Dual Element, Non-Indicating, Current Limiting, Time Delay Fuse";Time Delay Fuse;Low-Peak™;LPN-RK;051712538497;61130;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Distribution Fuses;Current Limiting Fuses;;39121604;E8761;Electrical - UL Class Power Fuse;UL Power Fuse;Type;Class RK1;Characteristics;Time Delay, Dual Element, Non-Indicating, Current Limiting;Voltage Rating;250 Volt AC/DC;Current Rating;175 Amp;Interrupting Rating;300 Kiloamp (Symmetrical), 100 Kiloamp (DC);Terminal Type;Blade;Diameter;1.61 Inch;Length;7.13 Inch;Approval;UL 248-12, CSA C22.2, CE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Contact Material Silver Plated; Application Large Distribution Switchboard, Power Panelboard, Motor Control Center, Machinery Disconnect Switch";"Time Delay Fuse; Type Class RK1; Characteristics Time Delay, Dual Element, Non-Indicating, Current Limiting; Voltage Rating 250 Volt AC/DC; Current Rating 175 Amp; Interrupting Rating 300 Kiloamp (Symmetrical), 100 Kiloamp (DC); Terminal Type Blade; Diameter 1.61 Inch; Length 7.13 Inch; Approval UL 248-12, CSA C22.2, CE; Contact Material Silver Plated; Application Large Distribution Switchboard, Power Panelboard, Motor Control Center, Machinery Disconnect Switch";"Industry's Only UL Listed and CSA Certified Fuse with a 300 Kiloampere Interrupting Rating that Allows for Simple, Worry-Free Installation in Virtually any Application; Fast Short-Circuit Protection and Dual-Element, Time-Delay Performance Provide Ultimate Protection; Reduces Existing Fuse Inventory by Up to 33 Percent When Upgrading to Low-Peak Fuses; Consistent 2:1 Ampacity Ratios for All Low-Peak Fuses Make Selective Coordination Easy; Time-Delay Permits 130 Percent FLA Sizing for Back-Up Motor Protection; Current-Limitation Protects Downstream Components Against Damaging Thermal and Magnetic Effects of Short-Circuit Currents; Protects Against 1-Phase Motor Damage; Proper Sizing can Provide No Damage Type 2 Coordinated Protection for NEMA and IEC Motor Controllers";0.850 Pound;1 per Carton; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100159/COBUSS_LPN-RK-175SP_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03497_1_18-1_20.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100169/EATCORE56672_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03512_1-4.pdf; ; ; ; ;http://www.cooperindustries.com/content/public/en/bussmann/electrical/products/fuses-lv-ul-csa-branch/class-rk1/lpn-rk-lps-rk.html?_ga=2.142087920.331812332.1518673630-87246911.1518673630;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214418;Eaton (Cooper Bussmann);LPS-RK-6-1/4SP; ;"0.81"" x 5"", 600 VAC, 300 VDC, 6-1/4 A, 300/100 kA IR, Ferrule with Grooved Ring Terminal, Class RK1, Dual Element, Non-Indicating, Current Limiting, Time Delay Fuse";Time Delay Fuse;Low-Peak™;LPS-RK;051712548267;61130;Fuses, Batteries, Signaling, Connecting, Fastening & Tools;Fuses;Distribution Fuses;Current Limiting Fuses;;39121604;E8761;Electrical - UL Class Power Fuse;UL Power Fuse;Type;Class RK1;Characteristics;8 Second Time Delay at 500 Percent Rated Load, Dual Element, Non-Indicating, Current Limiting;Voltage Rating;600 Volt AC, 300 Volt DC;Current Rating;6-1/4 Amp;Interrupting Rating;300 Kiloamp (Symmetrical), 100 Kiloamp (DC);Terminal Type;Ferrule with Grooved Ring;Diameter;0.81 Inch;Length;5 Inch;Approval;UL 248-12, CSA C22.2, CE; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Contact Material Silver Plated; Application Feeder and Branch Circuit, Transformer, Solenoid, General Purpose Circuit";"Time Delay Fuse; Type Class RK1; Characteristics 8 Second Time Delay at 500 Percent Rated Load, Dual Element, Non-Indicating, Current Limiting; Voltage Rating 600 Volt AC, 300 Volt DC; Current Rating 6-1/4 Amp; Interrupting Rating 300 Kiloamp (Symmetrical), 100 Kiloamp (DC); Terminal Type Ferrule with Grooved Ring; Diameter 0.81 Inch; Length 5 Inch; Approval UL 248-12, CSA C22.2, CE; Contact Material Silver Plated; Application Feeder and Branch Circuit, Transformer, Solenoid, General Purpose Circuit";"Industry's Only UL Listed and CSA Certified Fuse with a 300 Kiloampere Interrupting Rating that Allows for Simple, Worry-Free Installation in Virtually any Application; Fast Short-Circuit Protection and Dual-Element, Time-Delay Performance Provide Ultimate Protection; Reduces Existing Fuse Inventory by Up to 33 Percent When Upgrading to Low-Peak Fuses; Consistent 2:1 Ampacity Ratios for All Low-Peak Fuses Make Selective Coordination Easy; Time-Delay Permits 130 Percent FLA Sizing for Back-Up Motor Protection; Current-Limitation Protects Downstream Components Against Damaging Thermal and Magnetic Effects of Short-Circuit Currents; Protects Against 1-Phase Motor Damage; Proper Sizing can Provide No Damage Type 2 Coordinated Protection for NEMA and IEC Motor Controllers";0.170 Pound;10 per Carton; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100159/COBUSS_LPS-RK-30SP_Image1.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03497_1_18-1_20.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100215/COBUSSE03504_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100159/COBUSSE02787_1-4.pdf; ; ; ; ;http://www.cooperindustries.com/content/public/en/bussmann/electrical/products/fuses-lv-ul-csa-branch/class-rk1/lpn-rk-lps-rk.catalog_numbers_(amps).html;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288018;FEISS, Inc.;F2478/6OBZ; ;One Tier Chandelier, Oxidized Bronze;Chandelier;VALENTINA; ;014817393026;72131;Lighting;Lighting ;Incandescent Lighting;Incandescent Chandeliers, Decorative, Table & Floor Lighting;Incandescent Chandeliers;39111506;E9987;Indoor Decorative Lighting Fixture;Chandelier;Type;One Tier;Lamp Type; ;Number of Lamps;6;Wattage;60 Watt;Lamp Base Type;Candelabra;Lamp Included;No;Material;Steel;Finish;Oxidized Bronze;Overall Length;92.75 Inch;Diameter;28.5 Inch;Body Length;32.75 Inch;Wire Length;180 Inch;Approval; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Voltage Rating 120 Volt; Canopy Size 5-1/2"" Diameter; Application Dry Location";"Chandelier; Type One Tier; Number of Lamps 6; Wattage 60 Watt; Lamp Base Type Candelabra; Lamp Included No; Material Steel; Finish Oxidized Bronze; Overall Length 92.75""; Diameter 28.5""; Body Length 32.75""; Wire Length 180""; Voltage Rating 120 Volt; Canopy Size 5-1/2"" Diameter; Application Dry Location";"Each Candelabra Style Bulb Sits in it's Own Clear, Crystal Bobeche; Fixture Comes with Two Quick Links for Easy Installation";24.200 Pound; ;28.750 Pound;36.120 Inch;30.750 Inch;19.250 Inch; ;http://images.tradeservice.com/ProductImages/DIR100117/MFEISS_F24786OBZ_LRG.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100140/MFEISSE04300_257.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100151/MFEISSE04580_1.pdf; ;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100002/MFEISSINST01153.pdf; ; ; ;http://www.feiss.com/product.search?SS=F2478%2F6OBZ;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
489158;Golden Lighting;1030-WSC-CH; ;Incandescent Wall Sconce, Chrome Plated;Wall Sconce;CERCHI; ;844375010369;72124;Lighting;Lighting ;Incandescent Lighting;Incandescent Architectural & Specification Lighting;Incandescent Wall Mounted Architectural & Specification Lighting;39111503;E9991;Indoor Decorative Lighting Fixture;Wall Sconce;Lamp Type;A Incandescent;Number of Lamps;1;Wattage;100 Watt;Lamp Base Type;Medium;Lamp Included;No;Material;Etched Opal Glass;Finish;Chrome Plated;Width;12 Inch;Height;16.5 Inch;Extension;6 Inch; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Applicable Standard UL, CUL; Shade Size 12"" Width x 12"" Height x 6"" Extension; Canopy Backplate Size 11.5"" Width x 5.125"" Height; Wire Length 8""; Application Damp Location; Packaging Quantity 1 per Carton";"Wall Sconce; Lamp Type A Incandescent; Number of Lamps 1; Wattage 100 Watt; Lamp Base Type Medium; Lamp Included No; Material Etched Opal Glass; Finish Chrome Plated; Width 12""; Height 16.5""; Extension 6""; Applicable Standard UL, CUL; Shade Size 12"" Width x 12"" Height x 6"" Extension; Canopy Backplate Size 11.5"" Width x 5.125"" Height; Wire Length 8""; Application Damp Location; Packaging Quantity 1 per Carton";"1 Light Wall Sconce-Sophisticated, Sleek Modern Style Creates Glamour; Polished Chrome Finish and Clear Acrylic Accents Mirror Reflected Light for an Elegant Gleam; Column Rings Can be Rotated for Either a Linear Look or a Whimsical Feel"; ; ;6.130 Pound;16.000 Inch;17.000 Inch;9.000 Inch; ;http://images.tradeservice.com/ProductImages/DIR100116/GOLDLI_1030-WSC-CH_LRG.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100151/GOLDLIE00002_57_300_308.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100151/GOLDLIE00006_1.pdf; ;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100007/GOLDLIINST00005.pdf; ; ; ;http://www.goldenlighting.com/1030-Cerchi-1-Light-Wall-Sconce-Chrome;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
487749;Hinkley Lighting;3524BC; ;One Tier Chandelier, Brushed Caramel;Chandelier;CHARLOTTE; ;640665352412;72131;Lighting;Lighting ;Incandescent Lighting;Incandescent Chandeliers, Decorative, Table & Floor Lighting;Incandescent Chandeliers;39111506;E9987;Indoor Decorative Lighting Fixture;Chandelier;Type;One Tier;Lamp Type; ;Number of Lamps;3;Wattage;75 Watt;Lamp Base Type;Medium;Lamp Included; ;Material;Steel Body, Etched Opal Glass, Woven Off-White Fabric Shade;Finish;Brushed Caramel;Overall Length;73.5 Inch;Diameter;20 Inch;Body Length;24.8 Inch;Wire Length;120 Inch;Approval;CUS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Voltage Rating 120 Volt; Canopy Size 5"" Diameter; Application Dry Location";"Chandelier; Type One Tier; Number of Lamps 3; Wattage 75 Watt; Lamp Base Type Medium; Material Steel Body, Etched Opal Glass, Woven Off-White Fabric Shade; Finish Brushed Caramel; Overall Length 73.5""; Diameter 20""; Body Length 24.8""; Wire Length 120""; Approval CUS; Voltage Rating 120 Volt; Canopy Size 5"" Diameter; Application Dry Location";"Charlotte is an Updated Traditional Design Featuring a Richly Textured Off-White Fabric Shade Captured by Wide Solid Metal Uprights and Trim Rings; The Domed Bottom Diffuser is Captured Inside a Heavy Trim Ring and Held by Cast Decorative Knobs for a Refined Vintage Touch";11.000 Pound; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100116/HINKEL_3524BC_LRG.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100151/HINKELE02298_280_281.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100151/HINKELE02355_1.pdf; ;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100007/HINKELINST00832.pdf; ; ; ;http://www.hinkleylighting.com/product/brushed-caramel-charlotte-chandeliers-2;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579782;Hubbell Incorporated;5252AB; ;125 V, 15 A, NEMA 5-15R, 2P3W, Brown, Smooth Face Duplex, Straight Blade Receptacle;Straight Blade Receptacle;HBL®, Hubbell-Pro™; ;783585109695;51200;Wiring Devices & Data/Telecom Equipment;General Purpose Wiring Devices;Receptacles & Surge Protectors;;;39121406;E8741;Receptacle - 15A and 20A;Duplex/Single Receptacle;Type;Smooth Face Duplex;Constructional Feature; ;Configuration;5-15R;Voltage Rating;125 Volt;Current Rating;15 Amp;Number of Poles;2;Number of Wires;3;Ground Type;Self-Grounding;Material;Nylon (Face), PBT (Base);Color;Brown;Wiring;Back, Side;Grade;Extra Heavy Duty, Commercial, Industrial;Approval;UL, CSA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Power Rating 1875 Watt; Wire Size 14 to 10 AWG; Temperature Rating -40 to 75 Deg C";"Straight Blade Receptacle; Type Smooth Face Duplex; Configuration 5-15R; Voltage Rating 125 Volt; Current Rating 15 Amp; Number of Poles 2; Number of Wires 3; Ground Type Self-Grounding; Material Nylon (Face), PBT (Base); Color Brown; Wiring Back, Side; Grade Extra Heavy Duty, Commercial, Industrial; Approval UL, CSA; Power Rating 1875 Watt; Wire Size 14 to 10 AWG; Temperature Rating -40 to 75 Deg C";"1-Piece Brass Integral Ground Strap for Low Resistance of Fault Currents; Ground Retention Clips for Longer, More Consistent Contact Pressure; Exclusive Bypass Contact Design Results in Greater Contact Force and Reduced Heat Buildup; Reduces Stripping and Resists Corrosion; ID Marking Surface Provides Quick, Sure Circuit Identification; Barbed Assembly Arms Reduce Possibility of Face/Base Separation; Back Wired Ground Terminal Allows Faster, Easier Installation; RTP Base Offers Greater Heat Resistance, Plus Contact Stability; External Bundling Terminals Contain Wire Strands and are Designed for Quick Inspection; Deep Nylon Body Design Delivers Increased Impact Resistance"; ; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100074/HUBKELE03314_WB_A19_PE_001_5252AB.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100144/HUBKELE03329_A12_A15.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100157/HUBKELE08984_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100159/HUBKELE13802_1_2.pdf;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100006/HUBKELINST00597.pdf; ; ; ;https://www.hubbell.com/hubbell/en/OHW/Electrical-Electronic/Wiring-Devices/Straight-Blade-Devices/Construction-Series-Receptacles/5252AB/p/1636914;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579701;Hubbell Incorporated;HBL1223W; ;2 HP, 120 to 277 VAC, 20 A, 3-Way, White, Thermoset, Toggle, AC Switch;AC Switch;HBL®; ;783585432007;51100;Wiring Devices & Data/Telecom Equipment;General Purpose Wiring Devices;General Purpose Switches;;;39122211;E9141;AC Switch and Accessories;Standard AC Switch;Type;Toggle;Current Rating;20 Amp;Voltage Rating;120 to 277 Volt AC;Power Rating;1 HP at 120 Volt AC, 2 HP at 277 Volt AC;Operation Type;3-Way;Material;Thermoset (Body), Nylon (Toggle);Color;White;Wiring;Back, Side;Size;1.31 Inch Width x 1.13 Inch Depth x 4.06 Inch Height;Wall Plate Included; ;Application;Industrial;Approval;UL, CSA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Wire Size 14 to 10 AWG Copper (Solid/Stranded), Material Silver Alloy (Contact), Brass (Terminal Screw); Includes Ground Screw; Temperature Rating -40 to 75 Deg C";"AC Switch; Type Toggle; Current Rating 20 Amp; Voltage Rating 120 to 277 Volt AC; Power Rating 1 HP at 120 Volt AC, 2 HP at 277 Volt AC; Operation Type 3-Way; Material Thermoset (Body), Nylon (Toggle); Color White; Wiring Back, Side; Size 1.31 Inch Width x 1.13 Inch Depth x 4.06 Inch Height; Application Industrial; Approval UL, CSA; Wire Size 14 to 10 AWG Copper (Solid/Stranded), Material Silver Alloy (Contact), Brass (Terminal Screw); Includes Ground Screw; Temperature Rating -40 to 75 Deg C";"Steel, Nickel Plated Bridge is Corrosion Resistant; Prominent Amperage Marking Allows Easy Identification of Rating; Abuse Resistant Nylon Toggle; Color Coded Base Identifies Amperage When Terminating Connections; 1-Piece Rivetless Copper Alloy Spring Contact Arm and Terminal Plate Assures Proper Contact Alignment Providing Long Life; 1-Piece Integral Grounding Terminal with 8 AWG Brass Screw Provides a Low Resistance Ground Path; Stainless Steel Automatic Grounding Clip Assures Grounding Continuity Between Mounting Strap and Metal Wall Box; Thread Cleaning Captive Mounting Screw; Strip Gauge for Accurate Wiring; Large Silver Alloy Contacts Reduce Contact Erosion Providing Long Life; Back Wire Entrance Points for Terminations Accept Two Wires for Feed-Through Capability, Avoiding Pigtailing; Large Brass Binding Head Screws with Deep Slots Secure Wire Connection";0.200 Pound; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100075/HUBKELE03309_TWB_D6_PE_HBL1223W.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100157/HUBKELE08542_D3_D6.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100157/HUBKELE10466_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100159/HUBKELE13876_1_2.pdf;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100005/HUBKELINST00234.pdf; ; ; ;https://www.hubbell.com/hubbell/en/OHW/Electrical-Electronic/Electrical-Systems-Devices/Switches/HBL1223W/p/1546093;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579793;Hubbell Incorporated;HBL5361GRY; ;125 V, 20 A, NEMA 5-20R, 2P3W, Gray, Single, Straight Blade Receptacle;Straight Blade Receptacle;HBL®; ;783585014302;51200;Wiring Devices & Data/Telecom Equipment;General Purpose Wiring Devices;Receptacles & Surge Protectors;;;39121406;E8741;Receptacle - 15A and 20A;Duplex/Single Receptacle;Type;Single;Constructional Feature; ;Configuration;5-20R;Voltage Rating;125 Volt;Current Rating;20 Amp;Number of Poles;2;Number of Wires;3;Ground Type;Self-Grounding;Material;Nylon (Face), PBT (Base);Color;Gray;Wiring;Back, Side;Grade;Extra Heavy Duty, Industrial;Approval;UL, CSA; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Power Rating 2500 Watt; Wire Size 12 to 10 AWG; Temperature Rating -40 to 75 Deg C";"Straight Blade Receptacle; Type Single; Configuration 5-20R; Voltage Rating 125 Volt; Current Rating 20 Amp; Number of Poles 2; Number of Wires 3; Ground Type Self-Grounding; Material Nylon (Face), PBT (Base); Color Gray; Wiring Back, Side; Grade Extra Heavy Duty, Industrial; Approval UL, CSA; Power Rating 2500 Watt; Wire Size 12 to 10 AWG; Temperature Rating -40 to 75 Deg C";"1-Piece Brass Integral Ground Strap for Low Resistance of Fault Currents; Ground Retention Clips for Longer, More Consistent Contact Pressure; Exclusive Bypass Contact Design Results in Greater Contact Force and Reduced Heat Buildup; Reduces Stripping and Resists Corrosion; ID Marking Surface Provides Quick, Sure Circuit Identification; Barbed Assembly Arms Reduce Possibility of Face/Base Separation; Back Wired Ground Terminal Allows Faster, Easier Installation; RTP Base Offers Greater Heat Resistance, Plus Contact Stability; External Bundling Terminals Contain Wire Strands and are Designed for Quick Inspection; Deep Nylon Body Design Delivers Increased Impact Resistance"; ; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100075/HUBKELE03309_TWB_A12_PE_HBL5361GRY.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100157/HUBKELE03329_A12_A13.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100132/HUBKELE06015_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100159/HUBKELE13960_1_2.pdf;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100005/HUBKELINST00190.pdf; ; ; ;https://www.hubbell.com/hubbell/en/OHW/Electrical-Electronic/Wiring-Devices/Straight-Blade-Devices/Industrial-Series-Receptacles/HBL5361GRY/p/1636672;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579794;Hubbell Incorporated;HBL5666VY; ;250 V, 15 A, 6-15P, 2P3W, Yellow, Nylon, Grounding, Polarized, Straight Blade Plug;Straight Blade Plug;Valise®; ;783585013053;51300;Wiring Devices & Data/Telecom Equipment;General Purpose Wiring Devices;Plugs, Connectors, Inlets, Outlets;;;39121402;E8723;Straight Blade Device - 15A and 20A;Straight Blade Plug;Type;Polarized;Constructional Feature; ;Configuration;6-15P;Voltage Rating;250 Volt;Current Rating;15 Amp;Number of Poles;2;Number of Wires;3;Ground Type;Grounding;Cord Size;0.22 to 0.66 Inch;Material;Nylon;Color;Yellow;Grade; ;Approval;UL 498, CSA C22.2, FSUL; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;"Wire Size 18 to 12 AWG; Blade Material Brass; Enclosure Type IP20; Temperature Rating -40 to 75 Deg C";"Straight Blade Plug; Type Polarized; Configuration 6-15P; Voltage Rating 250 Volt; Current Rating 15 Amp; Number of Poles 2; Number of Wires 3; Ground Type Grounding; Cord Size 0.22 to 0.66 Inch; Material Nylon; Color Yellow; Approval UL 498, CSA C22.2, FSUL; Wire Size 18 to 12 AWG; Blade Material Brass; Enclosure Type IP20; Temperature Rating -40 to 75 Deg C";"Hinged 1-Piece Body Design for Easy Assembly; Powerful, Offsetting Cord Grips Clamp on Individual Conductors; Assembly Screws are Captive and will not Fall Out While Wiring";0.150 Pound; ; ; ; ; ; ;http://images.tradeservice.com/ProductImages/DIR100007/HUBKELE00107_A26_PE_004.jpg;http://images.tradeservice.com/ATTACHMENTS/DIR100133/HUBKELE03329_A36.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100159/HUBKELE13531_1.pdf;http://images.tradeservice.com/ATTACHMENTS/DIR100159/HUBKELE13975_1_2.pdf;http://images.tradeservice.com/INSTALLATIONSHEETS/DIR100004/HUBKELINST00065.pdf; ; ; ;https://www.hubbell.com/hubbell/en/OHW/Electrical-Electronic/Wiring-Devices/Straight-Blade-Devices/Plugs-Connectors/HBL5666VY/p/1634124;Complete; ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
